"timestamp","cam_pos","cam_rot","rif_pos","rif_rot","rpa_pos","rpa_rot","act_pos","act_rot"
"1686255109866","(-0.022203, 0.465692, 0.016539)","(0.692631, 0.015442, 0.003064, 0.721120)","(0.058160, 0.016537, -0.482077)","(0.952088, -0.012560, -0.257254, 0.164901)","(0.132026, 0.067539, -0.440764)","(0.703371, 0.172897, -0.375637, 0.578163)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109904","(-0.022203, 0.465692, 0.016539)","(0.692631, 0.015442, 0.003064, 0.721120)","(0.058160, 0.016537, -0.482077)","(0.952088, -0.012560, -0.257254, 0.164901)","(0.132026, 0.067539, -0.440764)","(0.703371, 0.172897, -0.375637, 0.578163)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109920","(-0.022275, 0.465730, 0.016413)","(0.694009, 0.014741, 0.002551, 0.719811)","(0.058160, 0.016537, -0.482077)","(0.952088, -0.012560, -0.257254, 0.164901)","(0.132026, 0.067539, -0.440764)","(0.703371, 0.172897, -0.375637, 0.578163)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109942","(-0.022246, 0.465317, 0.016798)","(0.694304, 0.014591, 0.002143, 0.719531)","(0.058160, 0.016537, -0.482077)","(0.952088, -0.012560, -0.257254, 0.164901)","(0.132026, 0.067539, -0.440764)","(0.703371, 0.172897, -0.375637, 0.578163)","(-0.000306, -0.000557, 0.000133)","(0.002157, 0.000077, 0.002361, 0.999995)"
"1686255109972","(-0.019774, 0.465939, 0.014302)","(0.692560, 0.013028, 0.000470, 0.721243)","(0.058616, 0.014737, -0.482270)","(0.951717, -0.015375, -0.257541, 0.166346)","(0.132715, 0.065569, -0.441165)","(0.702558, 0.170381, -0.377319, 0.578803)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255109980","(-0.019785, 0.466157, 0.014304)","(0.692961, 0.012996, 0.000497, 0.720858)","(0.058616, 0.014737, -0.482270)","(0.951717, -0.015375, -0.257541, 0.166346)","(0.132715, 0.065569, -0.441165)","(0.702558, 0.170381, -0.377319, 0.578803)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110010","(-0.019785, 0.466157, 0.014304)","(0.692961, 0.012996, 0.000497, 0.720858)","(0.058616, 0.014737, -0.482270)","(0.951717, -0.015375, -0.257541, 0.166346)","(0.132715, 0.065569, -0.441165)","(0.702558, 0.170381, -0.377319, 0.578803)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110052","(-0.019833, 0.466082, 0.014636)","(0.692822, 0.013596, 0.000637, 0.720980)","(0.058616, 0.014737, -0.482270)","(0.951717, -0.015375, -0.257541, 0.166346)","(0.132715, 0.065569, -0.441165)","(0.702558, 0.170381, -0.377319, 0.578803)","(-0.001390, -0.004529, 0.000993)","(-0.006976, -0.001466, -0.015493, 0.999855)"
"1686255110060","(-0.033100, 0.469420, 0.020119)","(0.696651, 0.025740, 0.011896, 0.716850)","(0.057860, 0.027835, -0.483107)","(0.952600, 0.001413, -0.256429, 0.163695)","(0.130479, 0.080362, -0.441496)","(0.703300, 0.184722, -0.368138, 0.579415)","(0.000000, 0.000000, 0.000000)","(0.000000, 0.000000, 0.000000, 1.000000)"
"1686255110076","(-0.033100, 0.469420, 0.020119)","(0.696651, 0.025740, 0.011896, 0.716850)","(0.057860, 0.027835, -0.483107)","(0.952600, 0.001413, -0.256429, 0.163695)","(0.130479, 0.080362, -0.441496)","(0.703300, 0.184722, -0.368138, 0.579415)","(-0.000533, 0.000017, 0.000753)","(-0.000034, -0.000709, -0.000741, 1.000000)"
